"","Phylum","Class","Order","Family","Genus","Species","Confidence","OTUs"
"ASV12480","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Camelimonas","Camelimonas abortus","0.9972085","1c339258072e43268f619bea83eea850"
"ASV17176","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas","Petrimonas","0.9999137","d9df3619ff8f99b2b8bebe2410ea0e7d"
"ASV14759","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Camelimonas","uncultured bacterium","0.9480329","adbdab4b1e65c4710195da896639d9aa"
"ASV3453","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus","1.0000000","223f2312329858de6ae61fb9ce6e8239"
"ASV1143","Firmicutes","Clostridia","Clostridiales","Family XI","Murdochiella","uncultured bacterium","0.9999999","df0745c0ba80cff1e850b90eaea25d52"
"ASV10075","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema succinifaciens DSM 2489","0.9999841","d20036177b8e891baa4d21a880378fa0"
"ASV10645","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","uncultured bacterium","0.9097973","65ad61b3338fa9085f99ce20a1c13742"
"ASV336","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia","0.9430215","ca453cd5b48d614b8b2642c862546454"
"ASV2676","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","uncultured bacterium","0.9029381","b9ca02f45872091dee51465e3954c9ff"
"ASV6455","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum","0.9283506","1de71a77841f439b7eb497c8e0e6e04c"
"ASV17623","Proteobacteria","Gammaproteobacteria","211ds20","uncultured bacterium","uncultured bacterium","uncultured bacterium","0.8781747","5f102133ade6bcaccff9736a8e6ff45d"
"ASV4260","Firmicutes","Firmicutes","Firmicutes","Firmicutes","Firmicutes","Firmicutes","0.9997233","cb90f2ba59eb767abc9a8859a0a53db0"
"ASV13757","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus salivarius","0.9539629","45d4fe3f6c01f77c2dfc11dd91d3359a"
"ASV16271","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus","0.9998798","f2851c07aeaa369962d16130e49e71a7"
"ASV13580","Actinobacteria","Actinobacteria","Micrococcales","Micrococcales Incertae Sedis","Timonella","Timonella senegalensis JC301","0.7944748","c9c74f52ccd24180d1ed6e07f0a2f6b4"
"ASV6652","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas","0.9998056","d0c11a5adda368b41592de64d7f45c36"
"ASV14926","Firmicutes","Clostridia","Clostridiales","Family XI","Peptoniphilus","Peptoniphilus","0.9976593","647d3d47b03bc2cc095262183ca6a360"
"ASV17540","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-004","uncultured rumen bacterium","0.7903741","85eb7ef25deab436ccd86d33231ba353"
"ASV1447","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae","Microbacteriaceae","0.9997685","aea223c43c0bb2fd06b68dc7ab03bb1a"
"ASV7978","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Paraburkholderia tropica","Paraburkholderia tropica","0.9303083","e5a7f728ca79ba1070bb444484cb4fa3"
"ASV9263","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Chelativorans","uncultured bacterium","0.9861144","9e2d2e869ec8021e30e95b9fab90c46c"
"ASV17137","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","uncultured","uncultured","0.9997524","b0b985f1bcfd3c0e0e953ce713ed5955"
"ASV898","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","uncultured bacterium","0.7768683","da0122697bb4301f10469d0930d97a5b"
"ASV12841","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium","0.9963787","a8fdea090cabd109aeac9dc628db557a"
"ASV7913","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus","uncultured bacterium","0.9650588","f4368168548b805632abced105a7ca94"
"ASV9476","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus vaginalis","0.9999999","491be7f79d4489cd951e0995cca72205"
"ASV13260","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae","Burkholderiaceae","0.9999910","289f8b2791f2e91386161b5990da61d7"
"ASV11973","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","0.9998831","31a5e11fcd4d177f6d9de5285162e2b2"
"ASV2704","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","Christensenellaceae R-7 group","0.7631205","40ffda8e8ade993e0b276bfac8e81e10"
"ASV11196","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium","0.8457022","4071b10cab93a5ae6d7581f1cf11cc39"
"ASV1992","Firmicutes","Clostridia","Clostridiales","Family XI","Peptoniphilus","swine manure bacterium 37-5","0.9932234","2953ea2da050d8f774c1581ad02dfc97"
"ASV16821","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter","0.9995142","d0a0c9c5ced0aea39ea555275bcc6579"
"ASV9805","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter","0.9999970","b04520a3fc7ac399ec4ead140d3641e2"
"ASV1100","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium","0.7193174","b91941ef49d63fdaf68a1dab35db47a7"
"ASV3074","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","metagenome","0.8081806","e6d32e21276b68570f5a37d8d0e172ea"
"ASV1177","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","Christensenellaceae R-7 group","0.9298328","5d81ab62df71143d6feca29e59419248"
"ASV11601","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured bacterium","0.9456784","ca97d698c88cb28445aa2492836440b2"
"ASV17279","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","Arcobacter thereius","0.8076974","4c0005ee3e177d7d1b77f06e2e53b0e4"
"ASV5459","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Leadbetterella","Leadbetterella byssophila DSM 17132","0.9999607","b129bccc2a08d4c236a98bf733ec6e32"
"ASV2723","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera","uncultured rumen bacterium","0.7510956","d4617353f34d3016a88c2c655d1f4277"
"ASV16512","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma cavigenitalium","0.8309715","f0aa2a56b3a14abb5db9effcd16e9553"
"ASV856","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK3A20 group","uncultured rumen bacterium","0.7538944","4220987b85e008394387802c0aeea47f"
"ASV4668","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidipiscis","0.8981736","07a6a2ca5da4ac2dd7f0c96318419097"
"ASV8635","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus","0.9586846","44cf3d3e7a91fb698ee87c3808f9b1bd"
"ASV1451","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Porphyromonadaceae bacterium DJF_B175","0.9874691","a94f41f5f42639fe7a8b3b557c7df84c"
"ASV1281","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014","Ruminococcaceae UCG-014","1.0000000","7e42413d8618eb469ba56b0d75b50957"
"ASV8636","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus","0.9996968","3b6a68c5dc62d3a17725a9625731246c"
"ASV15404","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Aestuariicella","uncultured bacterium","0.9973918","3b1522f69fcf0a8dba1beb8ccb562d25"
"ASV10103","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","[Eubacterium] coprostanoligenes group","0.9999105","cdfc70c58bad02465d7ee4f3f200c1b7"
"ASV11831","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerosporobacter","uncultured bacterium","0.9876203","a3b2467b10d051ad8f6456b4d62c13f8"
"ASV16700","Firmicutes","Clostridia","Clostridiales","Clostridiales Incertae Sedis","Proteiniborus","uncultured bacterium","0.9990017","69f17c449cfcc9b8982424f8b788b559"
"ASV3409","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas bullata","0.7149442","ad9018f80e00f2ca4b48067195ac310d"
"ASV15592","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45","JG30-KF-CM45","1.0000000","7d2430d3f4f5f6136226472739ff0b5f"
"ASV17746","Firmicutes","Clostridia","Clostridiales","Family XI","Tissierella","uncultured Tissierella sp.","0.9767642","71874555bd2086c8cee50675d2e8493f"
"ASV8186","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurellaceae","Pasteurellaceae","0.9994674","83e441da1e215418384d1c70766331f2"
"ASV12182","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","uncultured low G+C Gram-positive bacterium","0.7912989","e20a9d7c80eaeed2366fe74a10b22d79"
"ASV12297","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus","0.9881817","2795c5f853784a004581c6e0570b780f"
"ASV16758","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK3A20 group","Lachnospiraceae bacterium NK3A20","0.9998277","3f7cfe136a180fd9928015922d65092b"
"ASV4399","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Roseimaritima","Roseimaritima","0.8916605","7d35061afc100db9dacb4f441db54c45"
"ASV9546","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Vitreoscilla","Vitreoscilla","0.9999967","dfc530b28edaf767ebe17a33b84e32dc"
"ASV9933","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ventriosum group","uncultured Eubacterium sp.","0.9693119","e15f4e02fefb6d980f358f39411d964b"
"ASV3278","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma wenyonii","0.7332383","a46ef9a4845f590a7fa46dea6393f676"
"ASV8787","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium","0.9965269","6400be98be706e381faa4df752eeba93"
"ASV9508","Firmicutes","Clostridia","Clostridiales","Family XI","Tissierella","uncultured Tissierella sp.","0.9109261","e8b365b0eac893b2cd2da14186673e07"
"ASV350","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae","Bifidobacteriaceae","0.9910388","be733ec391cb1610eb21e4e6baff6660"
"ASV4178","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae AC2044 group","uncultured bacterium","0.7793726","6e5e07e370e85739551ef9c27827d9fd"
"ASV6197","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001","uncultured Bacteroidales bacterium","0.9999588","4b6d21e5cba2e2737c2206b2caef502d"
"ASV10591","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured Clostridium sp.","0.9671772","632ebeea01352948f306c661c0bb1676"
"ASV9498","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Verticia","uncultured Achromobacter sp.","0.7104642","5979afb9d26cef823ed5f2eadc16c267"
"ASV13515","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","0.9998907","0ba0ec302e139cc0c3eeee0f628c5504"
"ASV10513","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-009","uncultured bacterium","0.9999924","4bbd9504dad6cf64eddc160622fad92e"
"ASV13322","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus","0.9883434","37972e00257b627d75ca4573e74c39b3"
"ASV1367","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","Cellvibrio","1.0000000","6112d362565c5797eb555106a550d353"
"ASV17034","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","0.9999686","01be31a14adda9d2245600ac52112b2a"
"ASV17928","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus","0.9763805","5564df00ee122cc3479bc0ea47e83538"
"ASV10412","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","Luteolibacter","1.0000000","367fd0532f406448a26bcca3b54e8e2b"
"ASV8714","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcaceae","Planococcaceae","0.9972803","f12adc0ddcc28bb7de7d350dba029d33"
"ASV9355","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","uncultured rumen bacterium","0.9995928","d61f52763ef2aa81ffc32d636f3543cb"
"ASV51","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Isoptericola","Isoptericola","0.7240137","55cc4f753ac3619731665b16b209af3f"
"ASV3874","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix","uncultured bacterium","0.8077767","2d35cbb5bbf107be40fc998b42f76de3"
"ASV13148","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma sp. LR5794","0.9999654","217436523e8d4ed6d94d533e0a89cf2b"
"ASV1204","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium","1.0000000","e54b40712e2f6b102c410fa6786140de"
"ASV12667","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas","0.9366875","f639a7c7a9140c4e3b9b8fe97efd09fe"
"ASV17570","Firmicutes","Clostridia","Clostridiales","Family XIII","Family XIII AD3011 group","uncultured Clostridiales Family XIII bacterium","0.8924054","66c08e038278410220afc501d3de5e87"
"ASV16152","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured bacterium","0.8200999","fc987f70d5fd15baf173d67dfebd4049"
"ASV2116","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia","Nesterenkonia","0.8254174","dcd91b1739f8e8df98d4edbf2e103ee8"
"ASV4199","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","Christensenellaceae R-7 group","0.9980346","f8ee8f1ed7ddf347fb7b40725707ac45"
"ASV9151","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium","0.9848029","d5c72aeda921c2ff860fb66e5010ae03"
"ASV3233","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","[Eubacterium] coprostanoligenes group","0.9999955","2b92c9fceebf1e11067c55ea53c827d4"
"ASV10975","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","uncultured prokaryote","0.8338010","7a246f1b5e6b2fdfe98755e110e2539e"
"ASV149","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Proteiniclasticum","uncultured bacterium","0.9964814","1c4363129a0e19c259bc990ccf03403a"
"ASV3418","Bacteroidetes","Bacteroidia","Bacteroidia","Bacteroidia","Bacteroidia","Bacteroidia","1.0000000","c5124cda9f3e90682f6709bb9943ab84"
"ASV5318","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9","uncultured bacterium","0.7017218","deb90060cd7e33d6b3e583a968e4a11e"
"ASV5965","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","uncultured bacterium","0.9495459","8e762bf37fa81bfa2f11889e274e7214"
"ASV11072","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea","Actinotalea","0.7549530","5dd925e76c619a047a9ca760ed78fe56"
"ASV13519","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae","0.9992682","505f3b5a031229bf03f63f6f870ef6a3"
"ASV11245","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium necrophorum subsp. necrophorum","0.9745052","3480ddadc4fab3ef678d1b60d668f31a"
"ASV14823","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter","0.9419101","db51f143d91dc338bf9402a330dd2788"
"ASV11535","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","uncultured bacterium","0.9813416","c58f65be982b6dae015e86c4b0bd8f30"
"ASV2043","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","0.9999996","56dc2da1077f94713a27d3aad78f2428"
"ASV7648","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oligella","uncultured bacterium","0.8248088","5614a87b2a76caec36b6a41c166e6b69"
"ASV11404","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2","Prevotella 2","0.9999999","b53e06f05e66b10fae9bf6eb67365f0e"
"ASV1585","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia","uncultured bacterium","0.9945504","9d15ae98ffe65335d937d8f9580a5cd9"
"ASV17444","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium","0.9999388","c84988189787a5b821e9963bf583a424"
"ASV5104","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingia","0.9999894","1b98b00b0fc819488d76aa0c09d57bcc"
"ASV10505","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium","0.8878844","285252e2f7b914b9ffa5498ff3ca3dcc"
"ASV13602","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus","0.9416506","fd9d6b3b6e91b427f130a704a3919d2e"
"ASV1851","BRC1","uncultured Desulfocaldus sp.","uncultured Desulfocaldus sp.","uncultured Desulfocaldus sp.","uncultured Desulfocaldus sp.","uncultured Desulfocaldus sp.","0.9868682","bc784a269e46bb88829bb588314450e3"
"ASV17132","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5","uncultured Bacteroidales bacterium","uncultured Bacteroidales bacterium","0.9965837","1bd8ddc544b8a1c18baf47ba3b23c1c2"
"ASV9496","Bacteroidetes","Bacteroidia","Bacteroidales","ML635J-40 aquatic group","uncultured Sphingobacteriia bacterium","uncultured Sphingobacteriia bacterium","0.9691952","2bcb3c110472f34b937368d8be71064b"
"ASV9415","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured","uncultured","0.7640675","530646263dc8b5f43027c2e8945606bf"
"ASV11618","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium","0.9999952","1c58e786550cf680371ff55bedc557f5"
"ASV4799","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrionaceae UCG-001","uncultured rumen bacterium","0.9261986","bfd71e3ae2d65c810f5a8b922073d55a"
"ASV7088","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013","uncultured bacterium","0.7174669","ebdb9da41e42205ed79932b09dfe4a8c"
"ASV16889","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9","Prevotella 9","0.9999832","48ff6864c031826360b14ed75f4c120e"
"ASV2616","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ruminantium group","uncultured bacterium","0.9400363","9085d661783c8598c67ce1874adbf225"
"ASV6243","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas","0.9973039","ecc427b4a303dc4cee9d154ec599d28a"
