"","sp2_name","sp1_name","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","PhylumITS","ClassITS","OrderITS","FamilyITS","GenusITS","SpeciesITS","Phylum16S","Class16S","Order16S","Family16S","Genus16S","Species16S"
"560","ASV5968","ITS106",106,1528,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","Veillonella"
"561","ASV5968","ITS859",859,1528,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","Veillonella"
"562","ASV597","ITS715",715,2310,6,22,0,0.044,2.4,0.03821,1,"Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia_albida","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","Rikenellaceae RC9 gut group"
"563","ASV6013","ITS580",580,1832,7,21,0,0.049,2.7,0.02651,1,"Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45","JG30-KF-CM45"
"564","ASV6013","ITS540",540,1832,6,21,0,0.042,2.3,0.04639,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45","JG30-KF-CM45"
"565","ASV6030","ITS910",910,1801,7,21,0,0.049,2.7,0.02651,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales"
"566","ASV6030","ITS498",498,1801,7,21,0,0.049,2.7,0.02651,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales"
"567","ASV6030","ITS641",641,1801,6,21,0,0.042,2.3,0.04639,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_rhodanensis","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales"
"568","ASV6056","ITS859",859,1746,4,29,0,0.038,2.1,0.04383,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia"
"569","ASV6056","ITS967",967,1746,4,29,0,0.038,2.1,0.04383,1,"Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_rademirici","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia"
"570","ASV6076","ITS580",580,1697,7,20,0,0.046,2.5,0.03314,1,"Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured bacterium"
"571","ASV6144","ITS169",169,1671,4,33,0,0.044,2.4,0.02145,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrionaceae UCG-002","uncultured rumen bacterium"
"572","ASV6178","ITS536",536,1361,3,38,0,0.038,2.1,0.02592,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Ureaplasma","Ureaplasma diversum"
"573","ASV6193","ITS1040",1040,1458,2,46,0,0.03,1.7,0.02424,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_culbertsonii","Firmicutes","Clostridia","Clostridiales","Family XI","Murdochiella","uncultured bacterium"
"574","ASV6197","ITS977",977,2256,8,17,0,0.045,2.5,0.04016,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_acutatum","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001","uncultured Bacteroidales bacterium"
"575","ASV6202","ITS988",988,1713,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae"
"576","ASV6220","ITS977",977,1873,8,17,0,0.045,2.5,0.04016,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_acutatum","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp."
"577","ASV6305","ITS223",223,2169,17,8,0,0.045,2.5,0.04016,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Yamadazyma","Yamadazyma_mexicana","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured prokaryote"
"578","ASV638","ITS881",881,1656,5,28,0,0.046,2.5,0.02321,1,"Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","Leptosphaeria_avenaria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae"
"579","ASV6455","ITS119",119,2199,9,16,0,0.048,2.6,0.03333,1,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum"
"580","ASV6462","ITS563",563,1827,5,24,0,0.04,2.2,0.04884,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus"
"581","ASV6497","ITS169",169,1650,4,30,0,0.04,2.2,0.03709,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","DMER64","Rikenellaceae bacterium DTU002"
"582","ASV6510","ITS773",773,1445,5,24,0,0.04,2.2,0.04884,1,"Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_borealis","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","uncultured compost bacterium"
"583","ASV6510","ITS571",571,1445,6,24,0,0.048,2.6,0.0254,1,"Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","uncultured compost bacterium"
"584","ASV6603","ITS540",540,1969,6,22,0,0.044,2.4,0.03821,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Family XII","Guggenheimella","uncultured bacterium"
"585","ASV6610","ITS344",344,2317,15,9,0,0.045,2.5,0.043,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1","uncultured bacterium"
"586","ASV6636","ITS970",970,1652,5,25,0,0.041,2.3,0.04096,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcaceae","Aerococcaceae"
"587","ASV6636","ITS1013",1013,1652,5,25,0,0.041,2.3,0.04096,1,"Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Sistotrema","Sistotrema_brinkmannii","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcaceae","Aerococcaceae"
"588","ASV6712","ITS970",970,1889,5,28,0,0.046,2.5,0.02321,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured anaerobic bacterium"
"589","ASV6788","ITS636",636,1942,5,28,0,0.046,2.5,0.02321,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","uncultured bacterium"
"590","ASV6788","ITS563",563,1942,5,28,0,0.046,2.5,0.02321,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","uncultured bacterium"
"591","ASV6816","ITS580",580,1154,7,21,0,0.049,2.7,0.02651,1,"Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium necrophorum subsp. necrophorum"
"592","ASV6867","ITS352",352,1820,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Brumimicrobium","uncultured compost bacterium"
"593","ASV6867","ITS284",284,1820,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Hydropisphaera","Hydropisphaera_fungicola","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Brumimicrobium","uncultured compost bacterium"
"594","ASV6867","ITS682",682,1820,6,22,0,0.044,2.4,0.03821,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporidiobolus","Sporidiobolus_salmonicolor","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Brumimicrobium","uncultured compost bacterium"
"595","ASV6905","ITS323",323,1996,9,16,0,0.048,2.6,0.03333,1,"Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_fusarioides","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","Christensenellaceae R-7 group"
"596","ASV6977","ITS988",988,1309,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","Taibaiella"
"597","ASV7040","ITS356",356,1865,10,14,0,0.046,2.5,0.03833,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Family XIII","Mogibacterium","uncultured rumen bacterium"
"598","ASV7073","ITS26",26,2086,32,4,0,0.042,2.3,0.02596,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","uncultured bacterium"
"599","ASV7073","ITS39",39,2086,29,4,0,0.038,2.1,0.04383,1,"Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","Leptosphaeria_avenaria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","uncultured bacterium"
"600","ASV7114","ITS83",83,1994,25,5,0,0.041,2.3,0.04096,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_boleticola","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","uncultured"
"601","ASV7114","ITS25",25,1994,29,5,0,0.048,2.6,0.01891,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_friedrichii","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","uncultured"
"602","ASV7126","ITS591",591,2069,10,14,0,0.046,2.5,0.03833,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_implicatum","Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Bogoriella","uncultured bacterium"
"603","ASV7156","ITS111",111,2142,11,13,0,0.047,2.6,0.03577,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces","Firmicutes","Clostridia","Clostridiales","Family XI","Peptoniphilus","Peptoniphilus"
"604","ASV7181","ITS563",563,1693,5,28,0,0.046,2.5,0.02321,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","uncultured bacterium"
"605","ASV7198","ITS603",603,1440,5,29,0,0.048,2.6,0.01891,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","Bipolaris_sorokiniana","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas"
"606","ASV7198","ITS608",608,1440,4,29,0,0.038,2.1,0.04383,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas"
"607","ASV722","ITS992",992,2111,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_mississippiensis","Firmicutes","Clostridia","Clostridiales","Family XI","Family XI","Family XI"
"608","ASV722","ITS641",641,2111,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_rhodanensis","Firmicutes","Clostridia","Clostridiales","Family XI","Family XI","Family XI"
"609","ASV7238","ITS379",379,2329,13,11,0,0.047,2.6,0.03577,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_mucilaginosa","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","Lysinibacillus"
"610","ASV7320","ITS202",202,1275,14,10,0,0.046,2.5,0.03833,1,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides","Firmicutes","Clostridia","Clostridiales","Family XI","Helcococcus","Helcococcus ovis"
"611","ASV7427","ITS104",104,1871,9,15,0,0.045,2.5,0.043,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_roseus","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","Ruminococcus sp. YE281"
"612","ASV7427","ITS397",397,1871,9,15,0,0.045,2.5,0.043,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","Ruminococcus sp. YE281"
"613","ASV7427","ITS119",119,1871,9,15,0,0.045,2.5,0.043,1,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","Ruminococcus sp. YE281"
"614","ASV744","ITS904",904,1649,5,29,0,0.048,2.6,0.01891,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Millerozyma","Millerozyma_farinosa","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae"
"615","ASV749","ITS563",563,1393,5,27,0,0.045,2.5,0.02825,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","Lysinibacillus"
"616","ASV7531","ITS513",513,2089,20,7,0,0.046,2.5,0.03314,1,"Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","Aureobasidium","Aureobasidium_pullulans","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Clostridiales bacterium"
"617","ASV7531","ITS87",87,2089,21,7,0,0.049,2.7,0.02651,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_athensensis","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Clostridiales bacterium"
"618","ASV7532","ITS7",7,1283,43,2,0,0.028,1.6,0.04444,1,"Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovirhinis"
"619","ASV7603","ITS15",15,2119,13,11,0,0.047,2.6,0.03577,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum_turcicum","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae","Sphingobacteriaceae"
"620","ASV7603","ITS373",373,2119,12,11,0,0.044,2.4,0.04807,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae","Sphingobacteriaceae"
"621","ASV7618","ITS498",498,2123,7,20,0,0.046,2.5,0.03314,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","p-1088-a5 gut group","uncultured rumen bacterium"
"622","ASV7627","ITS875",875,1608,5,25,0,0.041,2.3,0.04096,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Family XI","W5053","uncultured bacterium"
"623","ASV7655","ITS563",563,1477,5,28,0,0.046,2.5,0.02321,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacterales","Chthoniobacterales","Chthoniobacterales"
"624","ASV770","ITS591",591,1782,10,14,0,0.046,2.5,0.03833,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_implicatum","WPS-2","hydrothermal vent metagenome","hydrothermal vent metagenome","hydrothermal vent metagenome","hydrothermal vent metagenome","hydrothermal vent metagenome"
"625","ASV7707","ITS859",859,1374,4,36,0,0.048,2.6,0.01136,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus","uncultured bacterium"
"626","ASV7728","ITS571",571,1716,6,21,0,0.042,2.3,0.04639,1,"Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","Cyanobacteria","Sericytochromatia","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"627","ASV7728","ITS750",750,1716,6,21,0,0.042,2.3,0.04639,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Cyanobacteria","Sericytochromatia","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"628","ASV7728","ITS284",284,1716,6,21,0,0.042,2.3,0.04639,1,"Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Hydropisphaera","Hydropisphaera_fungicola","Cyanobacteria","Sericytochromatia","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"629","ASV7728","ITS540",540,1716,6,21,0,0.042,2.3,0.04639,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Cyanobacteria","Sericytochromatia","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"630","ASV7758","ITS655",655,1318,5,25,0,0.041,2.3,0.04096,1,"Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Ascobolus_furfuraceus","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","uncultured","uncultured bacterium"
"631","ASV7758","ITS17",17,1318,5,25,0,0.041,2.3,0.04096,1,"Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_truncatum","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","uncultured","uncultured bacterium"
"632","ASV7764","ITS591",591,2311,10,14,0,0.046,2.5,0.03833,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_implicatum","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","uncultured bacterium"
"633","ASV7766","ITS700",700,2166,10,14,0,0.046,2.5,0.03833,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae"
"634","ASV7777","ITS859",859,1846,4,31,0,0.041,2.3,0.03116,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae"
"635","ASV7780","ITS563",563,1640,5,25,0,0.041,2.3,0.04096,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus henryi"
"636","ASV7794","ITS675",675,1387,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Nakazawaea_ishiwadae","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum"
"637","ASV7794","ITS284",284,1387,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Hydropisphaera","Hydropisphaera_fungicola","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum"
"638","ASV7794","ITS571",571,1387,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum"
"639","ASV7794","ITS540",540,1387,6,22,0,0.044,2.4,0.03821,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum"
"640","ASV7836","ITS690",690,1630,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus"
"641","ASV784","ITS737",737,1495,3,39,0,0.039,2.1,0.02135,1,"Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Neocallimastix","unidentified","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum","Ochrobactrum"
"642","ASV785","ITS959",959,1220,2,43,0,0.028,1.6,0.04444,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus suis"
"643","ASV785","ITS575",575,1220,2,43,0,0.028,1.6,0.04444,1,"Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium","Trichomerium_dioscoreae","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus suis"
"644","ASV785","ITS909",909,1220,2,43,0,0.028,1.6,0.04444,1,"Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_truncatum","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus suis"
"645","ASV785","ITS853",853,1220,2,43,0,0.028,1.6,0.04444,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_anomalus","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus suis"
"646","ASV7861","ITS975",975,2308,7,21,0,0.049,2.7,0.02651,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","unidentified","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Anaeroplasma","uncultured rumen bacterium"
"647","ASV7891","ITS591",591,1833,10,14,0,0.046,2.5,0.03833,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_implicatum","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","uncultured","uncultured"
"648","ASV7994","ITS74",74,2117,36,3,0,0.036,2,0.03694,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania_humilis","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma wenyonii"
"649","ASV804","ITS534",534,1522,3,39,0,0.039,2.1,0.02135,1,"Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora_terricola","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1","Ruminococcus 1"
"650","ASV806","ITS835",835,1422,4,37,0,0.049,2.7,0.00897,1,"Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus"
"651","ASV806","ITS740",740,1422,4,37,0,0.049,2.7,0.00897,1,"Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Verrucocladosporium","Verrucocladosporium_dirinae","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus"
"652","ASV806","ITS536",536,1422,3,37,0,0.037,2,0.0311,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus"
"653","ASV8149","ITS596",596,2059,9,15,0,0.045,2.5,0.043,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Nakazawaea_holstii","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium"
"654","ASV8159","ITS201",201,1717,10,14,0,0.046,2.5,0.03833,1,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacter","Acetobacter"
