"","Phylum","Class","Order","Family","Genus","Species","Confidence","OTUs"
"ITS844","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9956188","77a0b9fa86c3ec604b8e1bded49f8ed5"
"ITS845","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9957848","8efa46ef97a3d867d60e2423b0b1eb0c"
"ITS846","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.7682680","1b9bfe8b2b46a5f4d5f8568995551d6f"
"ITS847","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9637768","d882beb9c8f1a88ab34248d08ac0faa8"
"ITS848","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9935309","5094e9ba79932839680b16cf83651446"
"ITS849","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporonaceae","Trichosporonaceae","0.9999161","683772384d767afb9af8a3589c719b1f"
"ITS850","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999998","4c6858badda71b8703b06ed082518032"
"ITS851","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9757910","082c663dd33e6e2026c6ece5eaed8523"
"ITS852","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus_aspenensis","0.9999924","0b1bff7299c9f5096b239583296679c4"
"ITS853","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_anomalus","0.9995973","6e98cd4f6afe443a6692a05a7926406b"
"ITS854","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9962842","4205238fbe535a3e8f886f98e99b5f4d"
"ITS855","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_vespimorsuum","0.8603042","aa2b59e7cfb6eb9eb86fad12fa0b48b4"
"ITS856","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_coprosmae","0.9900400","9e276cd287f72193be4b8fc0169935e8"
"ITS857","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999936","28dd5bbd1b3f477cc1596cdfeb93d8ca"
"ITS858","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999909","b971adb749ff4bdc4de61ba9978756dc"
"ITS859","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","0.9999902","43a1052f13f9b37a556be3fb25dbc067"
"ITS860","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","0.9999511","f98ca28ee1538022d41561146c36efe2"
"ITS861","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9966339","061e0f518706099035e557b8def8dac7"
"ITS862","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria_brevis","0.9990874","ee460a61b70b11f582caeb64ff26ddf9"
"ITS863","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9999775","7417dfed218d5fe297a27dcbb2589cf4"
"ITS864","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7658278","ff0e746dde3c09989a501ec756e64b4b"
"ITS865","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.8091857","cddc766004e4b70a79855854a1e8c3a9"
"ITS866","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","0.9999398","8ba70917bfd26da48fa8bbc18203e97f"
"ITS867","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999898","d2782dfd29ff05119b9a3d296ef877c9"
"ITS868","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7406995","083bf5660ea5b39a12f34c18b14af223"
"ITS869","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Cephaliophora","unidentified","0.8623332","c1e60b229dda88d3855f1cc448ba80c5"
"ITS870","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999996","fdc69d9852ba9f6af5533c75eb1793e4"
"ITS871","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9831666","f9c43968f002ccb9b0c3e4117469dc26"
"ITS872","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9953387","7b297cb84cf41cd4c6471ef5abaf3071"
"ITS873","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","unidentified","unidentified","0.8281407","70364d939cf90e2091f532fd86594e16"
"ITS874","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.8825845","b58b61b4be0c67afc607ff3a2c600d17"
"ITS875","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","4e3fca5afe4c97ca8e968e50f5c2fa0a"
"ITS876","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9976653","424580e513eda6beb38235f18dbdab17"
"ITS877","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9993340","d824851b948fc0e4a3912cf11613958d"
"ITS878","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.8215609","3b4f1481956e3d81aec8567ae43164fd"
"ITS879","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9995181","046dd73a7976900a0e289baf6f69cb30"
"ITS880","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeriaceae","Phaeosphaeriaceae","0.7819128","f03583bdf588659fae56807ccceb4cfd"
"ITS881","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","Leptosphaeria_avenaria","0.9397990","d830ac6302cccab1b48809cee0d7721e"
"ITS882","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_sydowii","0.9831072","48939039c75273429c3f3dc242b6b81c"
"ITS883","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8616973","5f4df7570f2414ad5b0ba1ecf6665855"
"ITS884","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta_manawaorae","0.9610371","644409a0689c7164b82436e2a7a1bdc1"
"ITS885","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis","0.9999151","968593ec6f95445c80786b8eb61af248"
"ITS886","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Piskurozyma","Piskurozyma_capsuligena","1.0000000","3b5fd1340b8eb933c55743d3d13f9c8a"
"ITS887","Ascomycota","Ascomycota","Ascomycota","Ascomycota","Ascomycota","Ascomycota","0.7174797","ca214a9bfb9e81d0463627b737f44097"
"ITS888","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera","0.9880911","74f2587db39a52817d0cad0644ea72ff"
"ITS889","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_marina","0.9517519","3681d0d6ee4d0b39d96ce54beecfb462"
"ITS890","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9979558","0eeae5f2c4b00625ac47fed4e959283c"
"ITS891","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","a5ae480d399c14ad2c55f517c3a25db7"
"ITS892","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8607624","1530ebe866f52162b4250391795f9bce"
"ITS893","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7372502","598578ce8eea0f0e755b685f1d69de22"
"ITS894","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.8412682","c71ed01044391ef3e2580eb898bf6808"
"ITS895","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9755630","a4e57c15ac8c8376cdb3956be2bbfda0"
"ITS896","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9964572","34c78fa9375d0ec011f8cb928ebc76d0"
"ITS897","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_spinulosum","0.9999844","581b79de2f4287b84af28ae02f51448a"
"ITS898","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9956270","fc7af91831149ac03548f22da04a5919"
"ITS899","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7468952","054ddaab56e504e391b2e4e294e2959a"
"ITS900","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_aurea","0.8573148","ce6506de2e9381a9d79cddde27f376d8"
"ITS901","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8540570","7f7f9bc16853105b4ba1ea8ee839c895"
"ITS902","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9947843","96e6a52941e52fef2c315594618f3cab"
"ITS903","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","75ceaf90ec16a506e751c1f8149bb436"
"ITS904","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Millerozyma","Millerozyma_farinosa","0.9999995","78902d307eb919d91ec4c4d09432fc94"
"ITS905","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9968915","cd0d726c4ec7460510c20bddb6c67c29"
"ITS906","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9999888","4c369619bfb6ed4e616b0bc8477c45b9"
"ITS907","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8634287","3c5daae3fad20b1c1f9a8b9a0629c6c6"
"ITS908","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","0.9999246","e165de1905eb0ada625046af533a05f9"
"ITS909","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_truncatum","0.9999981","8e0f9f8584c769b9abd1bbddc5d1cd55"
"ITS910","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","0.9040760","d46bd8f6ac5b1faaf973d1d5ed27a1bc"
"ITS911","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9998914","9a48f54421c405d9c9b1c00d98c92ca3"
"ITS912","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_hampshirensis","0.9931195","7dae3ca4b836e56ebfb90b66075ad226"
"ITS913","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999911","092092913d5857481da427b4793b97ec"
"ITS914","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9999884","5578dc99532bf3d74583a47175f5ea17"
"ITS915","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Neoplatysporoides","Neoplatysporoides","0.8371735","cf0d9de686519b77ce6a5f8b1b63f245"
"ITS916","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","6a8eea0471d56dd664b83537e82d2957"
"ITS917","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999987","cf457d9261d0f30d9a60ba9623e79db3"
"ITS918","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9702393","559842002ff6fba0a37494556ef59c0a"
"ITS919","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_oryzicola","0.9999346","17717be2b8f91df174af25af06a547c4"
"ITS920","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994125","44322216bee355356bd3651e0f1ed337"
"ITS921","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9990956","bb99c5d645d3c28cb10d8d48f7c888b4"
"ITS922","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","0.9556936","9450a440c9f5a33108fbed28fcfbd3d2"
"ITS923","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9995574","1984a8f35510e05d2ad35299d41bd2b0"
"ITS924","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999940","5fe42497fd658b20d7a5d4c820583950"
"ITS925","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","3ee7c7200bb7af4ce31cde07965dcf5b"
"ITS926","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Sterigmatomyces","Sterigmatomyces_halophilus","1.0000000","2ec69e03f71ac47ed652b51d6564074f"
"ITS927","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporonaceae","Trichosporonaceae","0.9986758","f62e5d1404864f164fe9559e30df64f8"
"ITS928","Ascomycota","Saccharomycetes","Saccharomycetales","unidentified","unidentified","unidentified","0.7027180","e56d5d830bce3b4710b16037c1f37228"
"ITS929","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","unidentified","unidentified","0.9375782","1ee60a5139bf681f55cc1606e3d4092a"
"ITS930","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_athensensis","0.9948242","04d167c64075ff592f87ad6689aad0b9"
"ITS931","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9993173","c590c6d0643919c2d2b22f43ce1b80d2"
"ITS932","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999980","4fe3106c32e40ce247fe53e046b64818"
"ITS933","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9511212","47fd7dcffd0ce4a46376dce1f257cae7"
"ITS934","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales","Hypocreales","Hypocreales","0.9160256","a682fd96267e235585871736d4a05fa1"
"ITS935","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7507430","dfe43a86ec2f10948ad351302d19c7b3"
"ITS936","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","0.9999599","731c660a027e57c5bfe0289d526130a8"
"ITS937","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8573214","bef87ae27863c6b2405bb43609b21c46"
"ITS938","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.8993911","23ab7b025770e3478208295a9189e103"
"ITS939","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7367607","060b5e67fceb7a51cb6e4d8b46dd658b"
"ITS940","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999992","592aa281928d2a6cf471a9d443e632a6"
"ITS941","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9605008","dda7a493fa1a279d3e9e8610fc978aef"
"ITS942","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9810734","df6f0f88716367cf881575dc07e3967a"
"ITS943","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8550622","32cfb3af0909d034d7b2b5ff9c1f62fe"
"ITS944","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia","0.9989193","b0c1f89b57bb5b3dc0785d1193bb1488"
"ITS945","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","3341209a14b653ddfab43f712781b5f4"
"ITS946","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.8274094","3f5efbd6f0c58826b1259a2181bdb8cf"
"ITS947","Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified","0.9235203","c435b6f5a363623207a4c58451fcde46"
"ITS948","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_ruber","0.9475204","493ec0b8acc6b72fc555851a6e19b5c2"
"ITS949","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8787276","443c6c42dbbffc7f6cd520e5503fb12f"
"ITS950","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.7859367","f19ac70d7e168b447dde1b6c57ef10f6"
"ITS951","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9999928","892cf0ddbadbcaa9c0b854cebbb6e2c9"
"ITS952","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_coprosmae","0.9921314","0e2e574c9263c8466b8c930eae520af0"
"ITS953","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9989623","fed8bc8b1ed857c94a90b2942c099e97"
"ITS954","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis","0.9999375","eacfb1b16e5c0994da2d631ca373234b"
"ITS955","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9908607","75a582fc9ec1549593ea31ff8b885a5d"
"ITS956","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.8114136","fff91f842f4cb9d8165d0a6a75686146"
"ITS957","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia","0.9784196","934059630e6b7f491028d20efd0eac39"
"ITS958","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_odintsovae","0.9985226","b18ef20820596155f51bbef15529ae99"
"ITS959","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma","0.9999991","a2b636f92a9ba675fcd49301c4a814d5"
"ITS960","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pseudorobillarda","Pseudorobillarda_sojae","0.9839170","e9acb00fb44106c27dbac41b1ba6f808"
"ITS961","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999946","c8de8d7d9ce5ade8ccdd5b1d5b99eaa5"
"ITS962","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999943","4a0f2a2b4484ce6539390b8a63b65b4c"
"ITS963","Ascomycota","Ascomycota","Ascomycota","Ascomycota","Ascomycota","Ascomycota","0.8596612","753d0e4c1be986447273d0e50454a93e"
"ITS964","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999997","7f03317be6faabcb730b3c8e4e4cb9c7"
"ITS965","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7131418","ecf1fbef6556ef6d6495f1a2176f514c"
"ITS966","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Trametopsis","Trametopsis_aborigena","1.0000000","9766922ddd897da210154b4dc24201d4"
"ITS967","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_rademirici","0.9235696","23f0793cb8e8b34d6e3f564c7f999174"
"ITS968","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9990248","be61259e45f0ea482ba6745c778cb65e"
"ITS969","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","e75f1aceff273e811ce4618b0852f685"
"ITS970","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","0.9999491","f29d872b017335f3cadae31e2082cf91"
"ITS971","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_foliicola","0.9997776","da6919b79200f04f3f55b03ba094bae6"
"ITS972","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_vespimorsuum","0.8423224","ff6680087cc27df2d3789ca01d284ef1"
"ITS973","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_vespimorsuum","0.8132747","7aeb3235429c2dc01613dacb4d77bf4c"
"ITS974","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_infirmominiatum","0.9999863","aa5b4b1f1b1609bb5cfcbfcc43cf466f"
"ITS975","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","unidentified","0.7070888","594faa883a3b68c45fb62ebda4359f87"
"ITS976","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9775880","808365821bfab0918da25977e811e5fe"
"ITS977","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_acutatum","0.9539948","874145c2c7536f7d26b649e92f8685ef"
"ITS978","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta_paspali","0.9999388","33bd4753568581dd17c004b0490140a3"
"ITS979","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_rhodanensis","1.0000000","a26bff7f35c39d47ecb9c5cd38aa0323"
"ITS980","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium","0.9222825","23bb4b5e02c509a077e11541a2cfda43"
"ITS981","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","0.9990257","1e4e62abcf8eb80b7ca73c12633b8c18"
"ITS982","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999992","2c09c19e5dd85180b0205b17d02ad7d2"
"ITS983","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis","0.9999079","24634997130f13dc6370e0562fd74bde"
"ITS984","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8866398","71947d8901dda86644973b3a718b49d9"
"ITS985","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9871096","a8f2658da793618b6fe44d4813f92241"
"ITS986","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_vespimorsuum","0.8681536","95ac99b5611993680d0d4bf7ab00253f"
"ITS987","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria","Septoria_cretae","0.9908373","4ab7b737b1cbeeff91b9a62f185acbab"
"ITS988","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","0.9782839","961f3e3b71d39cafd1d9f20ad87af7e6"
"ITS989","Ascomycota","Sordariomycetes","Xylariales","Xylariales","Xylariales","Xylariales","0.9999764","0a65a7f9fa39b6395f07a9565d8817cc"
"ITS990","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes","Cystobasidiomycetes","Cystobasidiomycetes","Cystobasidiomycetes","0.9973849","43471601d28d869290ac5b7441c12632"
"ITS991","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_ruber","0.9382584","eab35cbdcb21a1cf4349a84a5f7751c5"
"ITS992","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_mississippiensis","0.9375810","70be7d61870893fcd0b2c65b7d7fd1af"
"ITS993","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Sugiyamaella","Sugiyamaella_valenteae","1.0000000","6a8a20056082e6a6c6fc085f3bad7f22"
"ITS994","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","0.9999615","d69b994741dc111ca2478c22c86d80da"
"ITS995","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9992280","f70c80413a7330c41748357f2fee3e4c"
"ITS996","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7741350","12a294c408a51a57b7711af1fd85f366"
"ITS997","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9999892","b44db5baa8688e8a6a9347284109c6d8"
"ITS998","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales","Saccharomycetales","Saccharomycetales","0.7221555","80b652a5df2c3cea306f789067b39c84"
"ITS999","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_aurea","0.8827026","8f877ae60a4484b9284828e74899ebfd"
"ITS1000","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_ethanolica","0.7276924","1d3511676963a5d303c1b78296d6f1ba"
"ITS1001","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9056847","ac907e603bede1112a6b3f1956ffa011"
"ITS1002","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8854551","44c9fde67dbc7b7bcbc0fca3120b4b71"
