"","Phylum","Class","Order","Family","Genus","Species","Confidence","OTUs"
"ITS519","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999864","985621ba65b8e3923d917cbb2a4d700d"
"ITS520","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7455323","7efac75d0c81803780b4f4245822d898"
"ITS521","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_wieringae","0.7116351","2e1c505d2a5a15fd45bdfe334a5c0010"
"ITS522","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9927381","e87e0b429571444b17787e05731ea647"
"ITS523","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7597655","f46f57516fa98f7a48d0f90c18846ac2"
"ITS524","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9915995","dfabc02204523ebf50a99a303090d15c"
"ITS525","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","c0120aaaf7901c2711c9b8bd65cc7484"
"ITS526","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","4b4c99a56265bee9155d174ffcc0e869"
"ITS527","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","8867e30b91dc923580ffd54d633acdfd"
"ITS528","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8656685","d9252642e29d2a35178f2bb2cbe624d2"
"ITS529","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999943","e9b5bb7cf7743ede8635177654926271"
"ITS530","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.9052928","1ca17c8c79841e3cba8b8605a9c7c7d5"
"ITS531","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","3b536c7ef0e1f1f72cd58b2ee86e8378"
"ITS532","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9945401","648bf8317474fd5908a2743308d8f0df"
"ITS533","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9993086","0925e2f01ec7b2a3db346d7ea68b18d8"
"ITS534","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora_terricola","0.9972648","4568bb6399a002cceef3dd6b11ecb91a"
"ITS535","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.7820921","c14aa7ca2914d78cabc43f7645e7cf41"
"ITS536","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","5291a9f9ae7215250846629fd1a816cf"
"ITS537","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_gracile","0.9991546","f6444a64edf1a8e96b67f274414cf0f3"
"ITS538","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_anomalus","0.9999983","e25629bf8e782219935d74fa018a6aeb"
"ITS539","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.8271296","bbbd9e1343572fc5a708acaf2fcc39cf"
"ITS540","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","086165387e92553f352d92de9ff76794"
"ITS541","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.8017086","8aef6e928afc6ab9413a53b5894cd2a5"
"ITS542","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9799509","819818e9762b271264203f1740e6c8eb"
"ITS543","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon_cyanovorans","0.9997883","d86e8c30c2f9d393972edbe834155723"
"ITS544","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","unidentified","unidentified","unidentified","0.7000976","6761668f968bdbfbc8263fbfb7f0bb8b"
"ITS545","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9246265","36ce3611b03891dbba97d0fdeb62f05b"
"ITS546","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","3452e70ed8872d7cb619a4483e338ca7"
"ITS547","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9811327","03317e8d284396b6d81898b6b946e1fe"
"ITS548","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_sphaerospermum","0.7467794","4e3c593d649251e008dc93f86b7304dd"
"ITS549","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7199608","a15e148f8e887c1c045307651abbcc57"
"ITS550","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","25905668f1a610911a664338e40b060e"
"ITS551","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","e86fa3ed06caa291ceb411e8697ce3da"
"ITS552","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","cca6873e0dff4cfca08444f85d7f2e95"
"ITS553","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9948706","feebf7e2da07a4c2a8be70cc3d52595e"
"ITS554","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9943231","fa2b56d5d3e80098c39a1c88f8deb1a5"
"ITS555","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9876924","47566ffe4934fc6852a45e8f6a45d9f6"
"ITS556","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","0.9999413","ef1f2eb3843b32f2e71f85dffc53143a"
"ITS557","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Ramophialophora","Ramophialophora_humicola","0.9995456","678ca955e4965c91dc2d8dbf99429620"
"ITS558","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9826366","59d16061f9a39e89b892a06b3fa38c6d"
"ITS559","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Neocallimastix","unidentified","0.9999372","a8d39f5bb81aed2b3ae0b0011b865171"
"ITS560","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","30fb21583ccb5149e754aebbeca971c7"
"ITS561","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999996","7aa7cf6cf3ebda2285e425ea6c473043"
"ITS562","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_vespimorsuum","0.8106083","f776f1d7fe48ee75524fa2245c3ca27a"
"ITS563","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","0.9840395","e9825649383821a4af4d0f4405ce12e2"
"ITS564","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9833488","3e85bf396a006f908c1ca313fdd6f9cf"
"ITS565","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8534573","2d4aa83d66b37ce4c4cd49ee0f25c0d3"
"ITS566","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7189008","2085787f015ae5b61a79202ed8c6b881"
"ITS567","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7713563","f42d0a1c4b3cff899bc492f8c1a25bba"
"ITS568","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","0.9999455","79c743ccf95e5e805d68b2de55e1db9a"
"ITS569","Ascomycota","Saccharomycetes","Saccharomycetales","Cephaloascaceae","Cephaloascus","Cephaloascus_fragrans","0.9999999","3ce1ade6262592b9ff5205de29401a7c"
"ITS570","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_oryzae","0.9999997","7ad96cd9d9d953c320a240c5f723ecd2"
"ITS571","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","0.9430626","db7c85792d5498256ea36ca30ce7308c"
"ITS572","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.9209103","798b1102bd404b95350c7b477f6cd63b"
"ITS573","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Petriellopsis","Petriellopsis_africana","0.7286196","7d1628e456a38a82fe1bcd5b855c8544"
"ITS574","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_foliicola","0.9997262","1f5aef217327f62ff90df898fef649f9"
"ITS575","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium","Trichomerium_dioscoreae","0.9999025","b186dc9517cc674299e830082faad608"
"ITS576","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9536270","bb4f6f96a58ad2c6a732bc99f5f31e41"
"ITS577","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8927418","f38d79f933ac981e7e0085539e8b12f8"
"ITS578","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia","Sclerotinia_sclerotiorum","0.9968070","9dfcd0c1e7fdb37c09e902092feb8b80"
"ITS579","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium_pallidum","1.0000000","c86fc1a66889393b4d090efa4a058b4a"
"ITS580","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.9347572","2d80864630bd30076e950b7274f72262"
"ITS581","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8607666","a4a851a2fa648b14eb3161bdf62c5d3d"
"ITS582","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria_brevis","0.9992798","e42508ad437f40b1992499014b8c21ee"
"ITS583","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_oryzicola","0.9999347","17620b692bb71197751da6ef46e1ceba"
"ITS584","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","25ab83c9e39f596f3c2745d7b1cbb869"
"ITS585","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9976152","734bbb56f117218f11e1eb4e24b6140c"
"ITS586","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9993691","2752abf5ee4c28c50baca332674970cb"
"ITS587","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9999940","6a3b80f1733b37994f5c1420b1058297"
"ITS588","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9952683","686b9f6fa090c585ab57e28807970007"
"ITS589","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999993","fb13a0d1ff317e528f8829b6ca09b764"
"ITS590","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","ec565045b934990d4c4ce405d7564f4f"
"ITS591","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_implicatum","0.9999987","966628260d70ce09645f10751b59f72c"
"ITS592","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.9999998","d9e653bf21d2ce4a6945cd52459a5e78"
"ITS593","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","1.0000000","c2ab4e8a2b32309bff6d71942eba7bbb"
"ITS594","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999917","290e8ec8fc2eced34fc0f8581dca7bcc"
"ITS595","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9600254","73a02f4d75bcfedda50325343f23b3a6"
"ITS596","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Nakazawaea_holstii","0.9995610","02f6a48803615ef43c775663fc4d85c7"
"ITS597","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999995","3f1a81151bf2026a5647da09a7fd79e0"
"ITS598","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7601814","43be9f3a0a88cfafed8615513dfbc14a"
"ITS599","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7681495","c2be41a110367cd920bd12451d3732ee"
"ITS600","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999994","dbf65cdb1982bad8ae547cad8c51609c"
"ITS601","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.9674903","3749db64e694931c8ddbec9b8c780fea"
"ITS602","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.9999986","dee7fccb43f93d14908aca6757c1c302"
"ITS603","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","Bipolaris_sorokiniana","0.9968076","72cb390d624337342c415874a90dccab"
"ITS604","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9896566","998cf7040cbb9b89ac45f4a739807f91"
"ITS605","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.8964096","becaaa79cfb3f7797ff6f2f27032823d"
"ITS606","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7053054","b39f99481ce990dfe0a7c3a1e710a141"
"ITS607","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis","0.9999045","1b9d0eb7e1e220017c3609406d9a6c98"
"ITS608","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9965802","31c8137e52fecbe9f81fab31dfbe9bbc"
"ITS609","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8963927","23693f14a193d91063d480c7ab539ec9"
"ITS610","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9992810","b28c9adf41e73bfb77de2bdb04533708"
"ITS611","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","411c5038f1f952f6996d1038b36f919b"
"ITS612","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9128055","7eb22fd2f7f2a0c3713e7d6568ed8613"
"ITS613","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_terrestris","0.8789759","43d309dd1c4ca72d682a13ca1b387101"
"ITS614","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unidentified","0.9761028","02db638ee5a269e93136ea542e4a4158"
"ITS615","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8783332","ae8f2bbb8eac33c9eaca8eb9f58a0ee3"
"ITS616","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","0987f7a8f44c1f94c1b2c1fad36e1064"
"ITS617","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","1.0000000","1456c336cd347bddc96a2af56e9e1ba2"
"ITS618","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9976116","b182fd87ed57be00cac1c82094dc1224"
"ITS619","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","82b58ecdf93e770cb971da122e0bfaac"
"ITS620","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9889895","787784024169f47e81e301aa451b1282"
"ITS621","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","a65d2a8a219f8b44f507e73d8412a61e"
"ITS622","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporonaceae","Trichosporonaceae","0.9747502","97c4bc0a955a76dedf8a765249e5f7b6"
"ITS623","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9999947","3da7747349d3c96832a70cef712d06b8"
"ITS624","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","0.9999174","e38bdb0157602ed0eecad71480a3ca9e"
"ITS625","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","Rhodosporidiobolus_nylandii","0.8328414","f0ca40cca37ff1ee4abd8ceec6419d11"
"ITS626","Ascomycota","Dothideomycetes","Capnodiales","Capnodiales","Capnodiales","Capnodiales","0.9977013","a41c96fa127fbeee4bdbd3f99df00804"
"ITS627","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9969579","cc612b21849b345a03392477df0caa3e"
"ITS628","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7356792","2dc0311a90ac4dc979bfbaf901d2c186"
"ITS629","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999929","104d970e8fa2aba3f8cefe3f4540c06d"
"ITS630","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales","Hypocreales","Hypocreales","0.9550015","f5bc03132061513d92670ed973bca8cd"
"ITS631","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7181477","78e2c491360f59c19b253a03cb0bf3ba"
"ITS632","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7566090","ea908adbfb376b865fe9046c49b1aeea"
"ITS633","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_hederae","0.9974586","7dee44f311bfad32e04c888d0af19220"
"ITS634","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_coprosmae","0.9909528","ad28b813bc45dd0de64d35f1bbc63ecd"
"ITS635","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7314788","090a97e9462e82f1170be63f48485072"
"ITS636","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","227eaa118a995f89240eef1817eefa78"
"ITS637","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_infirmominiatum","0.9999837","dd6618e443148efaa448045c5e378589"
"ITS638","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymellaceae","Didymellaceae","0.9533676","68267dcc4490497a487dd86d52ae0292"
"ITS639","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_wieringae","0.7229624","5717f04706e445df8d5dfc4621e12ed4"
"ITS640","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999893","12c8dbea650ca6510541b33ea4cf5020"
"ITS641","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_rhodanensis","1.0000000","9091fc525200c9fdbe07f770ccf9dafb"
"ITS642","Basidiomycota","Tremellomycetes","Tremellomycetes","Tremellomycetes","Tremellomycetes","Tremellomycetes","0.8715327","550f6a383e28b6fed618c46b61dac28d"
"ITS643","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","e4ef7c35cc6eda97bc0492c897ef8663"
"ITS644","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9916076","54ce148b1ecac6fa1109d349b2348cdd"
"ITS645","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7601496","c365323c862d08a469cee65b27f11eb3"
"ITS646","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","775261c3fb79f3df6e7ba750776a7d49"
"ITS647","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994288","a3c2eecd7d3d1e3f769a831791dd9c48"
"ITS648","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporonaceae","Trichosporonaceae","0.9986898","05728bb2f22e4f85103a84e06429e24f"
"ITS649","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9697332","9954a37cbb91779dafa6d3e72dd4bbc8"
"ITS650","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Sterigmatomyces","Sterigmatomyces_halophilus","1.0000000","b504bafe6dda9c181e36682c910f8645"
"ITS651","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9591603","baf2eb1a7356d5891224d9beeb3ec146"
"ITS652","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9524295","a8c37913e756d1dbed765d30a72a3081"
"ITS653","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","0.9999375","4c877b677789c657c68b7c27e88e6c22"
"ITS654","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999944","3ee56848e464b0f026f2d90cc7363c3d"
"ITS655","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Ascobolus_furfuraceus","0.9999999","196f9857b87e6690780d2b88e9961f02"
"ITS656","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999907","bb62c9c08db1e00a51386be9230d5234"
"ITS657","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8074012","d36a2a5b724daab7ce480e992d28b58a"
"ITS658","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7522519","e7f184375aa50e546771db34d2aa9f18"
"ITS659","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9911353","49682b77e43ebfa7a2e008139f99a1f9"
"ITS660","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9550725","295686993d9591946a0264aefcfb62e2"
"ITS661","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9878547","485cd94aabf62ff2d5442cec59237c72"
"ITS662","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7591551","b60e7fb65d074d52b1a355f26d160473"
"ITS663","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporonaceae","Trichosporonaceae","0.9996550","d2d1435ecf907edb10b3a71062924a3a"
"ITS664","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectriaceae","Nectriaceae","0.9999886","a4cd58626649970f7e2c2758070e275d"
"ITS665","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9632910","60b254a1c24a21bc33e62214ef6919b9"
"ITS666","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7162475","0f5017e895f7461eaa80263f4568ab1c"
"ITS667","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9916669","e2c270a9048937f552cbf3a7f9e59296"
"ITS668","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9021599","7f16d6408860af49225bc9ee53bee38e"
"ITS669","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9993013","e1726aa52f66b60d9e0319195f676d3b"
"ITS670","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria_brevis","0.9993011","39249d25feae2ff22e32d548f6461a4a"
"ITS671","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","84cc39f911b96fd5779c57209b41c277"
"ITS672","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9678722","c2c60c245203e498f7cc1b04c1effc3e"
"ITS673","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporonaceae","Trichosporonaceae","0.9868239","4ff279b35ae5d581c99d832e6ee1f070"
"ITS674","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7101291","4a038f6bdbebb82eb04964008f96615d"
"ITS675","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Nakazawaea_ishiwadae","1.0000000","ca9aec1cf4ede64be90bb855d8d97869"
"ITS676","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9999912","f12e1a9773d2b4270338164ec73db984"
"ITS677","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","a1353a080a8806cd3b05d59eddecc55f"
"ITS678","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9843011","9607b9efca2bc7b7a1b805dd8e040f33"
"ITS679","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides","0.9998709","f35bae0159a56324b1087045c501795d"
"ITS680","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999948","b092f975ea07020f7e6dca759452d4ca"
"ITS681","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994967","bc77a1af8552c678c44a73dc5b70001d"
